,dataset,zarr_name,zarr_path,size_mb,n_files,has_zmetadata
442,t2m,t2m.2006_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2006_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,734.251117,33,True
443,precip,precip.2006_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2006_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,897.19836,33,True
444,snowmelt,snowmelt.2006_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2006_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,75.084541,1038,True
445,t2m,t2m.2006_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2006_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,715.74737,33,True
446,ff10m,ff10m.2006_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2006_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,804.691062,31,True
447,precip,precip.2006_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2006_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,766.199501,31,True
448,t2m,t2m.2007_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2007_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,701.093733,32,True
449,ff10m,ff10m.2007_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2007_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,883.969005,32,True
450,snowmelt,snowmelt.2007_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2007_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,74.395563,974,True
451,precip,precip.2007_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2007_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,850.82824,32,True
452,precip,precip.2007_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2007_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,895.245885,33,True
453,snowmelt,snowmelt.2007_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2007_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,12.025748,1038,True
454,t2m,t2m.2007_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2007_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,683.751073,32,True
455,ff10m,ff10m.2007_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2007_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,742.974925,30,True
456,snowmelt,snowmelt.2007_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2007_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.362507,1038,True
457,t2m,t2m.2007_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2007_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,733.643327,33,True
458,ff10m,ff10m.2007_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2007_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,901.489776,33,True
459,precip,precip.2007_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2007_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,889.399584,33,True
460,t2m,t2m.2007_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2007_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,715.617906,33,True
461,precip,precip.2007_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2007_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,864.431067,33,True
462,snowmelt,snowmelt.2007_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2007_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,64.31272,1038,True
463,ff10m,ff10m.2007_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2007_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,899.805485,33,True
464,precip,precip.2008_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2008_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,876.956787,33,True
465,t2m,t2m.2008_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2008_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,710.171815,33,True
466,ff10m,ff10m.2008_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2008_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,894.237426,33,True
467,snowmelt,snowmelt.2008_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2008_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,82.880791,1038,True
468,ff10m,ff10m.2008_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2008_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,502.985509,25,True
469,precip,precip.2008_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2008_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,898.178166,33,True
470,snowmelt,snowmelt.2008_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2008_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.62171,1038,True
471,t2m,t2m.2008_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2008_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,725.297209,33,True
472,snowmelt,snowmelt.2008_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2008_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,15.331245,1038,True
473,t2m,t2m.2008_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2008_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,733.431981,33,True
474,precip,precip.2008_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2008_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,896.957452,33,True
475,ff10m,ff10m.2008_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2008_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,901.637924,33,True
476,snowmelt,snowmelt.2008_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2008_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,70.014121,1038,True
477,precip,precip.2008_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2008_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,840.174547,33,True
478,t2m,t2m.2008_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2008_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,716.155982,33,True
479,ff10m,ff10m.2008_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2008_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,899.268723,33,True
480,t2m,t2m.2009_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2009_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,701.240807,32,True
481,precip,precip.2009_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2009_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,874.34089,32,True
482,ff10m,ff10m.2009_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2009_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,590.181955,26,True
483,snowmelt,snowmelt.2009_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2009_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,76.684112,974,True
484,snowmelt,snowmelt.2009_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2009_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.56167,1038,True
485,precip,precip.2009_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2009_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,905.220395,33,True
486,t2m,t2m.2009_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2009_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,723.942342,33,True
487,ff10m,ff10m.2009_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2009_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,891.15453,33,True
488,t2m,t2m.2009_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2009_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,733.109098,33,True
489,snowmelt,snowmelt.2009_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2009_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.584922,1038,True
490,ff10m,ff10m.2009_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2009_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,412.342515,23,True
491,precip,precip.2009_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2009_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,896.060212,33,True
492,precip,precip.2009_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2009_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,858.966333,33,True
493,snowmelt,snowmelt.2009_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2009_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,68.809853,1038,True
494,ff10m,ff10m.2009_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2009_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,901.931451,33,True
495,t2m,t2m.2009_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2009_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,715.088821,33,True
496,t2m,t2m.2010_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2010_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,700.431871,32,True
497,ff10m,ff10m.2010_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2010_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,884.431542,32,True
498,snowmelt,snowmelt.2010_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2010_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,81.687368,974,True
499,precip,precip.2010_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2010_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,845.612044,32,True
500,snowmelt,snowmelt.2010_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2010_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.60956,1038,True
501,precip,precip.2010_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2010_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,895.903078,33,True
502,ff10m,ff10m.2010_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2010_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,697.988233,29,True
503,t2m,t2m.2010_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2010_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,726.149309,33,True
504,t2m,t2m.2010_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2010_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,734.45692,33,True
505,ff10m,ff10m.2010_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2010_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,903.090257,33,True
506,snowmelt,snowmelt.2010_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2010_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,12.040391,1038,True
507,precip,precip.2010_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2010_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,895.508634,33,True
508,ff10m,ff10m.2010_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2010_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,901.196962,33,True
509,snowmelt,snowmelt.2010_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2010_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,74.829015,1038,True
510,t2m,t2m.2010_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2010_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,716.690097,33,True
511,precip,precip.2010_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2010_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,872.451156,33,True
512,snowmelt,snowmelt.2011_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2011_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,66.053971,974,True
513,ff10m,ff10m.2011_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2011_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,883.989181,32,True
514,t2m,t2m.2011_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2011_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,700.258684,32,True
515,precip,precip.2011_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2011_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,856.046682,32,True
516,precip,precip.2011_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2011_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,908.834085,33,True
517,ff10m,ff10m.2011_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2011_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,894.840931,33,True
518,t2m,t2m.2011_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2011_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,724.626577,33,True
519,snowmelt,snowmelt.2011_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2011_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,12.126896,1038,True
520,snowmelt,snowmelt.2011_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2011_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.544712,1038,True
521,precip,precip.2011_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2011_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,900.663302,33,True
522,ff10m,ff10m.2011_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2011_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,361.494724,22,True
523,t2m,t2m.2011_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2011_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,731.770967,33,True
524,snowmelt,snowmelt.2011_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2011_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,71.879074,1038,True
525,t2m,t2m.2011_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2011_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,715.252376,33,True
526,precip,precip.2011_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2011_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,825.438814,33,True
527,ff10m,ff10m.2011_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2011_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,311.896308,21,True
528,ff10m,ff10m.2012_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2012_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,893.987734,33,True
529,t2m,t2m.2012_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2012_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,708.927502,33,True
530,precip,precip.2012_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2012_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,877.252198,33,True
531,snowmelt,snowmelt.2012_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2012_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,66.364561,1038,True
