,dataset,zarr_name,zarr_path,size_mb,n_files,has_zmetadata
263,snowmelt,snowmelt.1995_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1995_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.520373,1038,True
264,precip,precip.1995_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1995_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,904.056224,33,True
265,snowmelt,snowmelt.1995_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1995_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,13.735713,1038,True
266,ff10m,ff10m.1995_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1995_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,901.358752,33,True
267,t2m,t2m.1995_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1995_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,733.193429,33,True
268,t2m,t2m.1995_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1995_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,716.842922,33,True
269,ff10m,ff10m.1995_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1995_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,897.162076,33,True
270,precip,precip.1995_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1995_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,842.518189,33,True
271,snowmelt,snowmelt.1995_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1995_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,74.923417,1038,True
272,ff10m,ff10m.1996_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1996_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,491.307576,24,True
273,t2m,t2m.1996_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1996_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,709.870663,33,True
274,snowmelt,snowmelt.1996_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1996_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,77.797568,1038,True
275,precip,precip.1996_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1996_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,877.917494,33,True
276,ff10m,ff10m.1996_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1996_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,894.787399,33,True
277,t2m,t2m.1996_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1996_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,724.85032,33,True
278,precip,precip.1996_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1996_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,904.560195,33,True
279,snowmelt,snowmelt.1996_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1996_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,11.055225,1038,True
280,precip,precip.1996_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1996_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,902.775518,33,True
281,ff10m,ff10m.1996_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1996_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,901.073778,33,True
282,snowmelt,snowmelt.1996_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1996_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.846962,1038,True
283,t2m,t2m.1996_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1996_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,732.974284,33,True
284,t2m,t2m.1996_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1996_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,716.499143,33,True
285,precip,precip.1996_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1996_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,860.882651,33,True
286,ff10m,ff10m.1996_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1996_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,899.259365,33,True
287,snowmelt,snowmelt.1996_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1996_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,70.565441,1038,True
288,t2m,t2m.1997_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1997_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,702.14457,32,True
289,precip,precip.1997_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1997_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,852.884434,32,True
290,snowmelt,snowmelt.1997_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1997_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,76.855351,974,True
291,ff10m,ff10m.1997_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1997_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,197.187927,18,True
292,ff10m,ff10m.1997_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1997_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,893.037866,33,True
293,t2m,t2m.1997_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1997_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,724.60939,33,True
294,snowmelt,snowmelt.1997_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1997_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,16.031532,1038,True
295,precip,precip.1997_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1997_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,899.067082,33,True
296,ff10m,ff10m.1997_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1997_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,755.81801,30,True
297,t2m,t2m.1997_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1997_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,734.515389,33,True
298,precip,precip.1997_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1997_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,904.914213,33,True
299,snowmelt,snowmelt.1997_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1997_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,11.626398,1038,True
300,snowmelt,snowmelt.1997_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1997_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,78.412012,1038,True
301,ff10m,ff10m.1997_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1997_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,898.45015,33,True
302,precip,precip.1997_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1997_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,842.466215,33,True
303,t2m,t2m.1997_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1997_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,714.442385,33,True
304,snowmelt,snowmelt.1998_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1998_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,164.445119,974,True
305,ff10m,ff10m.1998_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1998_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,886.041985,32,True
306,t2m,t2m.1998_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1998_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,701.120486,32,True
307,precip,precip.1998_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1998_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,862.041868,32,True
308,precip,precip.1998_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1998_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,899.547041,33,True
309,t2m,t2m.1998_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1998_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,723.761462,33,True
310,ff10m,ff10m.1998_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1998_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,893.027187,33,True
311,snowmelt,snowmelt.1998_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1998_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,15.541781,1038,True
312,ff10m,ff10m.1998_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1998_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,903.921614,33,True
313,t2m,t2m.1998_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1998_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,734.665675,33,True
314,snowmelt,snowmelt.1998_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1998_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,17.111943,1038,True
315,precip,precip.1998_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1998_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,910.368936,33,True
316,ff10m,ff10m.1998_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1998_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,901.220304,33,True
317,snowmelt,snowmelt.1998_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1998_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,72.425567,1038,True
318,t2m,t2m.1998_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1998_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,717.192318,33,True
319,precip,precip.1998_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1998_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,861.667035,33,True
320,ff10m,ff10m.1999_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1999_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,883.327025,32,True
321,t2m,t2m.1999_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1999_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,701.287226,32,True
322,precip,precip.1999_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1999_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,849.861886,32,True
323,snowmelt,snowmelt.1999_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1999_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,86.198063,974,True
324,snowmelt,snowmelt.1999_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1999_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,19.358049,1038,True
325,precip,precip.1999_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1999_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,901.419596,33,True
326,t2m,t2m.1999_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1999_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,725.02278,33,True
327,ff10m,ff10m.1999_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1999_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,893.632455,33,True
328,ff10m,ff10m.1999_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1999_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,851.795217,32,True
329,snowmelt,snowmelt.1999_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1999_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.612702,1038,True
330,precip,precip.1999_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1999_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,911.01571,33,True
331,t2m,t2m.1999_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1999_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,733.173244,33,True
332,ff10m,ff10m.1999_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1999_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,900.921353,33,True
333,snowmelt,snowmelt.1999_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1999_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,61.202024,1038,True
334,t2m,t2m.1999_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1999_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,717.039051,33,True
335,precip,precip.1999_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1999_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,867.396558,33,True
336,t2m,t2m.2000_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2000_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,710.92195,33,True
337,snowmelt,snowmelt.2000_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2000_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,70.821529,1038,True
338,ff10m,ff10m.2000_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2000_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,894.860078,33,True
339,precip,precip.2000_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2000_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,870.0858,33,True
340,ff10m,ff10m.2000_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2000_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,844.653679,32,True
341,precip,precip.2000_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2000_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,904.917313,33,True
342,t2m,t2m.2000_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2000_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,725.073669,33,True
343,snowmelt,snowmelt.2000_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2000_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.746182,1038,True
344,snowmelt,snowmelt.2000_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2000_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,13.490592,1038,True
345,t2m,t2m.2000_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2000_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,733.504159,33,True
346,precip,precip.2000_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2000_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,901.237206,33,True
347,ff10m,ff10m.2000_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2000_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,903.140272,33,True
348,t2m,t2m.2000_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2000_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,715.552558,33,True
349,precip,precip.2000_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2000_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,841.897231,33,True
350,snowmelt,snowmelt.2000_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2000_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,74.402892,1038,True
351,ff10m,ff10m.2000_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2000_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,900.246215,33,True
352,precip,precip.2001_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2001_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,847.386561,32,True
